1,2024新款英特尔笔记本电脑,2550.00,https://item.jd.com/10067024009850.html
2,联想（Lenovo）拯救者R7000 游戏笔记本电脑 15.6英寸超能电竞本(R7-7840H 16G 512G RTX4060显卡 高刷高色域屏),6699.00,https://item.jd.com/100077097643.html
3,联想拯救者R7000 2024款专业电竞游戏笔记本电脑P图设计y RTX4060 8G独显 新旗舰标压锐龙 R7-7840H 16G 512G标配144Hz 15.6英寸高色域｜专业电竞屏,6599.00,https://item.jd.com/10054932675949.html
4,华硕天选4 锐龙版高性能电竞游戏本笔记本电脑(新R7-7735H 16G512G RTX4050 144Hz高色域电竞屏)灰,5999.00,https://item.jd.com/100052658285.html
5,联想游戏笔记本 2023款R9000系标压RTX4060电竞开黑p 拯救者设计book16高性能笔记本电脑 八核R7-7730 16G-1TB丨book16 千兆网口丨疾速WiFi6丨高分电竞屏,4699.00,https://item.jd.com/10091332724598.html
6,机械革命（MECHREVO）极光Pro 12代英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(i5-12450H 16G 512G RTX4050 165HZ ),5299.00,https://item.jd.com/100059126308.html
7,ROG魔霸7 Plus 17.3英寸锐龙9游戏本笔记本电脑(R9 7940HX 液金导热 16G 1T RTX4060 240Hz P3广色域),9799.00,https://item.jd.com/100080259379.html
8,机械革命（MECHREVO）极光Pro 16英寸 13代酷睿i7HX 游戏本笔记本电脑(i7-13650HX 1T RTX4060 2.5K屏 双液金散热),6499.00,https://item.jd.com/100081874769.html
9,玩家战神玩家战神RTX3060独显笔记本电脑游戏本骨灰级12代酷睿i9高端学生PS设计高刷大屏电竞 11代酷睿i7-RTX3060满血独显 16G内存/512G PCI-E固态硬盘,4699.00,https://item.jd.com/10046202824541.html
10,七彩虹橘宝R15游戏笔记本电脑锐龙7 RTX4050独显直连大学生AI PS 设计剪辑15.6英寸电竞屏 R7-7735H/16/512G官标 独显直连4050/15.6英寸,4699.00,https://item.jd.com/10096773649274.html
